secteur,taille,localisation,anciennete_annees,nb_employes,chiffre_affaires,nb_transactions_mois,montant_moyen_transaction,pct_cash,pct_mobile_money,pct_banque,diversification_paiement,pct_transactions_usd,charges_exploitation,resultat_net,marge_nette,solde_caisse_moyen,entrees_tresorerie_mois,sorties_tresorerie_mois,flux_tresorerie_net,remboursements_dettes_mois,variabilite_ca,ratio_liquidite,ratio_endettement,couverture_dette,nb_retards_paiement_12m,jours_retard_moyen,nb_factures_impayees,taux_recouvrement_creances,delai_paiement_fournisseurs,delai_recouvrement_jours,creances_sur_ca,regularite_paiement_mobile,regularite_paiement_fournisseurs,pct_activite_informelle,ecart_taux_change,appartenance_association,score_reseau_communautaire,pct_clients_recurrents,score_reputation_terrain,part_credit_informel,exposition_zones_instables,diversification_activites,stock_securite_jours,score_debrouillardise,usage_whatsapp_business,social_media_abonnes,social_media_sentiment,social_media_freq_publication,conso_energie_kwh,tendance_energie,conso_eau_m3,trafic_web_mensuel,nb_avis_en_ligne,note_avis_moyenne,regularite_paiement_energie,regularite_paiement_eau,regularite_paiement_loyer,default
Commerce,Micro,Lubumbashi,3.5,2,14934440.0,91,13676.0,0.8564,0.1259,0.0176,0.2504,0.7986,8354499.0,6579941.0,0.4406,1245082.0,1255732.0,1218095.0,37637.0,85330.0,0.1297,0.98,1.89,2.22,1,7.0,6,0.4885,45.0,91.0,0.7695,0.5349,0.7311,0.6015,0.023,0,0.6205,0.874,0.8041,0.7572,0.1806,0.5413,51.0,0.6884,1,1601.0,0.0077,8,962.0,0.0042,22.0,11885.0,15,4.3,0.7347,0.5871,0.3705,1
Agriculture,Petite,Lubumbashi,4.9,17,10847957.0,68,13294.0,0.8721,0.1241,0.0038,0.224,0.4543,8546254.0,2301703.0,0.2122,1361188.0,903766.0,701245.0,202521.0,373042.0,0.243,1.47,0.77,1.05,1,1.0,4,0.9674,50.0,57.0,0.7152,0.9184,0.6311,0.6529,0.0565,0,0.7578,0.7967,0.8954,0.6292,0.5704,0.5415,2.0,0.8828,0,2712.0,-0.3123,7,276.0,0.099,10.0,5509.0,8,4.4,0.8604,0.7332,0.4965,0
Services,Micro,Lubumbashi,6.0,4,27067135.0,69,32690.0,0.6962,0.2514,0.0524,0.4494,0.7104,21020425.0,6046710.0,0.2234,2712763.0,2201770.0,1833666.0,368104.0,194278.0,0.5752,0.9,0.83,0.72,5,12.0,5,0.8073,20.0,64.0,1.1038,0.8637,0.5134,0.6097,0.087,1,0.376,0.7675,0.7373,0.0557,0.1386,0.1645,2.0,0.4446,0,181.0,0.217,8,193.0,0.1445,44.0,1812.0,9,4.3,0.4915,0.5995,0.4298,1
Commerce,Micro,Kinshasa,1.5,2,16151064.0,69,19506.0,0.6714,0.3003,0.0283,0.4582,0.5314,11891581.0,4259483.0,0.2637,2060782.0,1254275.0,1016776.0,237499.0,87152.0,0.3348,1.4,0.94,3.13,4,4.0,3,0.5238,47.0,40.0,0.4353,0.6203,0.201,0.6617,0.0185,1,0.5394,0.8433,0.9035,0.2872,0.3562,0.558,11.0,0.4006,0,54.0,0.3444,5,368.0,0.029,11.0,236.0,12,2.7,0.5095,0.7192,0.6554,0
Commerce,Petite,Kinshasa,8.3,27,7578421.0,82,7702.0,0.8045,0.1934,0.0021,0.3154,0.5612,5048675.0,2529746.0,0.3338,596305.0,754515.0,652316.0,102199.0,47115.0,0.2679,0.88,1.42,2.08,1,1.0,4,0.7931,65.0,84.0,0.5458,0.8103,0.849,0.9239,0.03,0,0.7237,0.593,0.7817,0.3915,0.2928,0.4715,1.0,0.2977,0,4.0,0.2577,6,506.0,-0.0248,33.0,5932.0,13,2.2,0.8616,0.6333,0.3375,0
Commerce,Micro,Bukavu,15.0,17,44496226.0,69,53739.0,0.8033,0.1846,0.0121,0.3205,0.3131,40544690.0,3951536.0,0.0888,1921375.0,4313495.0,4506316.0,-192821.0,2010116.0,0.2069,1.64,1.88,1.47,3,10.0,6,0.7193,53.0,61.0,0.6639,0.6433,0.1529,0.9422,0.0111,1,0.6769,0.8038,0.3041,0.1744,0.258,0.3761,6.0,0.35,1,3822.0,0.3989,8,360.0,0.0631,8.0,1240.0,11,4.0,0.5452,0.6539,0.3961,0
Agriculture,Micro,Goma,3.1,8,1019191.0,79,1075.0,0.7295,0.2344,0.0361,0.4116,0.5779,794057.0,225134.0,0.2209,141961.0,79274.0,73180.0,6094.0,28114.0,0.5358,0.86,4.06,0.79,1,8.0,4,0.4703,29.0,32.0,0.6377,0.5643,0.6182,0.9663,0.0906,0,0.5883,0.4649,0.8187,0.0073,0.1059,0.5239,13.0,0.8204,1,105.0,0.4134,7,286.0,-0.097,30.0,1196.0,9,2.6,0.5235,0.6272,0.3325,0
Mines,Moyenne,Lubumbashi,6.0,7,13563350.0,71,15919.0,0.8393,0.1583,0.0024,0.2705,0.4311,11913075.0,1650275.0,0.1217,1978722.0,1181924.0,942471.0,239453.0,333032.0,0.0513,0.78,2.36,1.72,1,2.0,4,0.9179,28.0,28.0,1.6383,0.8006,0.5126,0.7267,0.0288,1,0.4649,0.5152,0.9231,0.149,0.3317,0.1137,23.0,0.633,0,97.0,0.2635,9,92.0,-0.0574,7.0,3470.0,13,2.7,0.6308,0.4347,0.7335,0
Commerce,Micro,Bukavu,6.7,10,1765773.0,79,1863.0,0.8335,0.1415,0.025,0.2846,0.7134,1171149.0,594624.0,0.3367,258610.0,122747.0,120978.0,1769.0,18052.0,0.122,1.5,1.46,3.19,4,34.0,1,0.8169,52.0,28.0,0.5381,0.7682,0.4609,0.6171,0.0107,1,0.7829,0.8277,0.9026,0.6103,0.2752,0.1859,18.0,0.5429,0,2.0,0.2157,3,356.0,0.0206,33.0,30.0,10,3.5,0.4076,0.6033,0.5356,0
Manufacture,Moyenne,Kisangani,5.4,8,4903050.0,83,4923.0,0.8473,0.142,0.0107,0.2618,0.3866,4066740.0,836310.0,0.1706,707175.0,448684.0,415410.0,33274.0,74622.0,0.3546,4.6,2.3,1.44,5,8.0,3,0.8175,48.0,68.0,1.0367,0.3758,0.8873,0.2698,0.1043,0,0.7288,0.6477,0.9008,0.2083,0.2191,0.3212,9.0,0.9736,0,110.0,0.138,5,286.0,-0.1712,44.0,227.0,6,4.6,0.6255,0.3353,0.396,0
Commerce,Moyenne,Lubumbashi,4.0,3,27502197.0,88,26044.0,0.9354,0.0632,0.0014,0.121,0.5635,15186356.0,12315841.0,0.4478,2315016.0,2606937.0,2629238.0,-22301.0,961377.0,0.0327,1.25,0.68,0.97,1,17.0,4,0.7884,18.0,45.0,0.7215,0.4935,0.635,0.8906,0.1039,1,0.3937,0.7882,0.5614,0.287,0.2005,0.3297,13.0,0.6568,0,16.0,0.1222,6,278.0,-0.0834,8.0,316.0,7,4.7,0.5287,0.4285,0.6806,0
Mines,Micro,Bukavu,10.7,5,3175460.0,65,4071.0,0.823,0.1593,0.0176,0.297,0.2732,2541742.0,633718.0,0.1996,323143.0,261109.0,233927.0,27182.0,20723.0,0.1617,1.0,1.49,0.86,4,0.0,3,0.6395,44.0,81.0,1.1528,0.8096,0.5612,0.6935,0.07,0,0.684,0.6347,0.6261,0.7467,0.3853,0.5197,4.0,0.5742,1,904.0,-0.3479,10,653.0,0.1547,27.0,24.0,12,3.3,0.2201,0.6667,0.5539,0
Commerce,Micro,Kolwezi,3.0,35,2653894.0,82,2697.0,0.8798,0.0465,0.0737,0.2184,0.657,2194300.0,459594.0,0.1732,356927.0,183645.0,186790.0,-3145.0,39743.0,0.3867,1.36,5.44,0.36,1,2.0,5,0.9368,45.0,93.0,0.565,0.7502,0.747,0.7152,0.0332,1,0.6179,0.8681,0.5271,0.4199,0.1769,0.4154,50.0,0.5956,1,3.0,-0.5363,9,1445.0,0.0258,14.0,2837.0,8,2.3,0.8355,0.6825,0.7561,0
Agriculture,Petite,Kisangani,0.5,62,255398079.0,77,276405.0,0.8907,0.0806,0.0288,0.1993,0.4109,165974869.0,89423210.0,0.3501,5881334.0,21984215.0,22132356.0,-148141.0,5775803.0,0.5842,1.93,0.55,0.69,3,22.0,2,0.5252,45.0,77.0,0.8952,0.5161,0.7328,0.4961,0.0252,0,0.7472,0.8166,0.7691,0.5118,0.2128,0.5833,1.0,0.3412,0,218.0,0.4,9,554.0,-0.0735,26.0,4052.0,8,3.4,0.8372,0.6304,0.6265,0
Services,Micro,Lubumbashi,9.3,25,2867219.0,82,2914.0,0.8041,0.1904,0.0055,0.3171,0.4708,2635846.0,231373.0,0.0807,117849.0,196394.0,151035.0,45359.0,47569.0,0.3944,1.78,2.41,0.7,1,4.0,3,0.7629,48.0,92.0,1.0305,0.4182,0.9807,0.7623,0.0652,1,0.4966,0.7566,0.7294,0.4189,0.1106,0.4078,30.0,0.6088,1,50825.0,0.1524,13,211.0,0.083,39.0,1677.0,11,2.3,0.6404,0.918,0.6852,0
Services,Micro,Bukavu,5.6,10,106177745.0,91,97232.0,0.688,0.2672,0.0449,0.4532,0.5642,77972398.0,28205347.0,0.2656,4400950.0,9966351.0,9939720.0,26631.0,867869.0,0.6528,2.44,1.6,0.9,3,16.0,2,0.5404,64.0,61.0,0.9166,0.5484,0.8532,0.7959,0.0351,0,0.7819,0.3978,0.738,0.2957,0.5878,0.1864,33.0,0.8399,0,258.0,0.272,10,198.0,0.0642,34.0,7532.0,14,2.8,0.6323,0.7544,0.6656,1
Agriculture,Petite,Kinshasa,9.5,5,11915581.0,85,11682.0,0.7702,0.2261,0.0037,0.3557,0.2969,8182101.0,3733480.0,0.3133,579992.0,1026735.0,806364.0,220371.0,230774.0,0.1878,1.83,0.65,2.16,2,29.0,1,0.1684,42.0,80.0,1.2764,0.8402,0.6697,0.8502,0.0297,1,0.6987,0.3784,0.7175,0.5034,0.296,0.5584,11.0,0.4372,1,3442.0,0.4605,8,442.0,0.1181,6.0,263.0,7,3.1,0.5494,0.7319,0.5428,0
Agriculture,Micro,Goma,0.7,3,7804453.0,73,8909.0,0.8034,0.1267,0.0699,0.3336,0.7011,4826613.0,2977840.0,0.3816,567491.0,746854.0,584655.0,162199.0,237683.0,0.2234,0.91,1.13,1.16,1,29.0,6,0.8316,66.0,27.0,1.0451,0.8019,0.9081,0.6394,0.0591,0,0.5606,0.1883,0.7721,0.0747,0.3056,0.2072,8.0,0.4459,0,103.0,0.3982,7,377.0,0.0076,26.0,691.0,9,4.3,0.6269,0.8152,0.7977,0
Agriculture,Moyenne,Kolwezi,0.5,4,28922884.0,80,30128.0,0.6891,0.2198,0.0911,0.4685,0.5828,17571035.0,11351849.0,0.3925,2320535.0,2293529.0,1830365.0,463164.0,190905.0,0.0954,1.56,2.9,1.44,1,18.0,5,0.3266,41.0,42.0,1.6302,0.4177,0.2309,0.669,0.1093,0,0.6171,0.7796,0.9873,0.5487,0.6538,0.4134,17.0,0.5732,1,34.0,0.0152,4,329.0,0.081,39.0,42.0,10,2.8,0.5394,0.536,0.5316,1
Commerce,Micro,Goma,13.6,4,72849985.0,74,82038.0,0.8057,0.1756,0.0187,0.3197,0.8651,45637362.0,27212623.0,0.3735,5160278.0,5464127.0,5606666.0,-142539.0,597995.0,0.3573,0.55,5.01,-0.02,0,20.0,6,0.587,32.0,97.0,0.8363,0.2668,0.8306,0.7837,0.0121,1,0.1773,0.4721,0.7024,0.2122,0.2308,0.3901,4.0,0.5776,1,745.0,0.1459,6,2835.0,-0.0016,5.0,62.0,5,4.5,0.8042,0.8068,0.464,0
Commerce,Micro,Matadi,0.8,41,3703239.0,87,3547.0,0.7752,0.2145,0.0104,0.3529,0.2892,2771408.0,931831.0,0.2516,497142.0,362756.0,325939.0,36817.0,109846.0,0.1839,1.48,2.55,0.76,1,1.0,3,0.9781,22.0,74.0,0.7602,0.5543,0.3588,0.6139,0.099,0,0.6644,0.6749,0.8351,0.5684,0.294,0.3075,3.0,0.8486,0,69.0,0.4009,3,1240.0,-0.1997,92.0,29.0,11,3.9,0.7046,0.5389,0.1581,0
Agriculture,Micro,Lubumbashi,8.3,31,7942195.0,91,7273.0,0.7519,0.1965,0.0516,0.3934,0.2299,5944938.0,1997257.0,0.2515,425414.0,767956.0,649977.0,117979.0,150441.0,0.1261,0.56,1.73,1.94,1,22.0,2,0.7776,52.0,39.0,1.1412,0.6624,0.7308,0.7494,0.1272,1,0.6575,0.6853,0.664,0.0635,0.4336,0.8658,37.0,0.6296,0,18.0,0.1841,6,992.0,0.1013,22.0,3543.0,11,2.8,0.8493,0.8317,0.661,0
Commerce,Moyenne,Kolwezi,8.7,13,40476968.0,94,35884.0,0.8354,0.1467,0.0179,0.2803,0.6902,30207175.0,10269793.0,0.2537,4697185.0,2787548.0,2136832.0,650716.0,121983.0,0.0927,2.34,0.93,0.8,2,2.0,3,0.7358,43.0,99.0,0.2396,0.6291,0.7212,0.7871,0.01,0,0.723,0.6163,0.8982,0.2991,0.7967,0.1745,0.0,0.5994,0,565.0,0.0218,7,1026.0,0.0918,43.0,2610.0,7,4.1,0.8036,0.6211,0.6875,0
Commerce,Petite,Goma,6.2,3,20698943.0,71,24295.0,0.7205,0.2494,0.03,0.4178,0.369,17967121.0,2731822.0,0.132,3037608.0,1975567.0,1550854.0,424713.0,356601.0,0.1741,0.46,1.59,0.96,2,19.0,2,0.5835,62.0,88.0,0.8383,0.5408,0.4204,0.7557,0.054,0,0.3509,0.621,0.5183,0.043,0.4183,0.5504,31.0,0.7656,1,2326.0,0.9747,11,1524.0,-0.0125,14.0,1873.0,9,3.8,0.5216,0.7088,0.5748,0
Services,Petite,Kinshasa,0.7,15,54970179.0,95,48219.0,0.9019,0.0852,0.0129,0.1792,0.4389,30265058.0,24705121.0,0.4494,5787147.0,5365129.0,4328429.0,1036700.0,1170540.0,0.2243,0.46,1.39,0.59,2,13.0,4,0.4715,27.0,51.0,0.8599,0.4606,0.7541,0.7416,0.0252,0,0.7557,0.512,0.752,0.5822,0.3407,0.6593,12.0,0.6827,0,277.0,-0.2681,11,257.0,0.0686,173.0,207.0,9,3.9,0.4136,0.415,0.8243,0
TIC,Micro,Goma,5.5,6,27183870.0,74,30612.0,0.7471,0.2179,0.035,0.3931,0.4064,17635912.0,9547958.0,0.3512,701787.0,2222913.0,1791088.0,431825.0,463768.0,0.4153,0.85,1.0,2.62,3,2.0,6,0.4213,64.0,56.0,0.9226,0.5637,0.4281,0.9653,0.0792,0,0.8944,0.8275,0.5271,0.2285,0.0631,0.3085,25.0,0.6015,1,40.0,0.1182,12,209.0,-0.0497,14.0,206.0,15,3.6,0.7304,0.3839,0.8433,0
Manufacture,Micro,Kinshasa,11.0,1,128298330.0,74,144480.0,0.8604,0.1213,0.0183,0.2447,0.2063,112606253.0,15692077.0,0.1223,4465144.0,12370986.0,9577594.0,2793392.0,3980066.0,0.3422,1.07,0.31,3.22,3,10.0,5,0.7822,53.0,28.0,0.4136,0.6142,0.6755,0.7723,0.0132,0,0.3934,0.5329,0.9324,0.1675,0.4208,0.4619,4.0,0.74,1,918.0,0.1682,2,99.0,-0.221,15.0,7.0,10,2.4,0.613,0.3966,0.7994,0
Commerce,Micro,Kinshasa,2.8,9,18152273.0,92,16442.0,0.8906,0.072,0.0375,0.2002,0.4523,10654938.0,7497335.0,0.413,2342386.0,1480791.0,1146350.0,334441.0,51648.0,0.0455,0.7,0.75,2.67,3,21.0,0,0.5423,61.0,59.0,0.2793,0.7255,0.5531,0.7246,0.0612,0,0.6097,0.8697,0.8905,0.3832,0.2035,0.4587,3.0,0.4945,0,56.0,0.2116,10,152.0,-0.073,18.0,140.0,9,1.9,0.572,0.712,0.6439,0
Commerce,Micro,Kisangani,2.7,3,19118622.0,84,18967.0,0.8149,0.1797,0.0054,0.3036,0.5394,11892844.0,7225778.0,0.3779,1279074.0,1311041.0,1100475.0,210566.0,303553.0,0.312,0.92,0.85,1.18,2,8.0,1,0.5518,58.0,55.0,0.1835,0.6867,0.6341,0.6508,0.0171,1,0.7222,0.8676,0.5505,0.1764,0.0302,0.0344,14.0,0.7133,0,10.0,-0.346,11,681.0,-0.0863,44.0,82.0,7,2.0,0.6784,0.7107,0.6012,0
TIC,Petite,Kinshasa,2.9,3,21553864.0,80,22452.0,0.7532,0.1687,0.0781,0.3981,0.5631,14460336.0,7093528.0,0.3291,1563233.0,1829475.0,1672485.0,156990.0,93109.0,0.4263,0.83,1.36,2.12,3,39.0,3,0.8346,44.0,53.0,1.3287,0.4993,0.8364,0.7026,0.0314,0,0.6918,0.4984,0.9195,0.4277,0.3291,0.3358,16.0,0.7248,0,62.0,-0.3141,5,5527.0,-0.0535,153.0,129.0,9,3.1,0.6722,0.6924,0.7862,0
Commerce,Petite,Mbuji-Mayi,0.5,6,12348108.0,100,10290.0,0.781,0.2098,0.0092,0.3459,0.2368,10504282.0,1843826.0,0.1493,1667443.0,1208477.0,1114510.0,93967.0,251435.0,0.0762,0.64,0.87,1.23,2,16.0,6,0.642,63.0,15.0,0.7333,0.7626,0.5459,0.644,0.0118,0,0.5151,0.5417,0.8519,0.5291,0.3168,0.4279,19.0,0.5275,1,784.0,0.4043,9,153.0,-0.0098,11.0,1917.0,3,3.4,0.6889,0.2888,0.7106,0
Commerce,Micro,Kinshasa,11.1,4,40536144.0,74,45649.0,0.6805,0.2677,0.0518,0.4626,0.5509,31051684.0,9484460.0,0.234,4528764.0,3424093.0,2864083.0,560010.0,829653.0,0.6083,1.24,3.28,0.64,1,2.0,4,0.7195,26.0,24.0,0.6775,0.6816,0.3782,0.7804,0.0053,1,0.6273,0.2858,0.7714,0.2019,0.5569,0.1199,5.0,0.6204,0,568.0,0.2023,8,50.0,0.1095,17.0,4786.0,8,4.9,0.4503,0.1736,0.1026,1
Manufacture,Moyenne,Kinshasa,10.2,7,19471248.0,79,20539.0,0.8703,0.1244,0.0053,0.2271,0.5574,14712411.0,4758837.0,0.2444,2191384.0,1388322.0,1074642.0,313680.0,60012.0,0.5038,3.14,2.58,1.41,4,3.0,0,0.4458,61.0,55.0,0.5627,0.4686,0.9622,0.7422,0.0018,0,0.6047,0.5939,0.7721,0.4197,0.4587,0.4017,33.0,0.8563,0,186.0,0.283,9,285.0,-0.0615,29.0,3170.0,10,3.5,0.975,0.4624,0.498,0
Manufacture,Micro,Kolwezi,30.0,6,37724338.0,84,37425.0,0.8133,0.1856,0.0011,0.3041,0.5387,33659932.0,4064406.0,0.1077,4053852.0,3067755.0,2860942.0,206813.0,1014503.0,0.2847,0.81,0.67,0.83,4,5.0,5,0.615,12.0,65.0,0.499,0.7964,0.6788,0.538,0.0508,1,0.4529,0.8697,0.8867,0.5187,0.2177,0.3268,11.0,0.5066,1,26.0,0.1351,8,711.0,-0.1283,15.0,766.0,13,2.5,0.3487,0.332,0.6148,0
Manufacture,Moyenne,Lubumbashi,4.4,1,45508052.0,74,51248.0,0.7557,0.2398,0.0045,0.3714,0.6192,33235086.0,12272966.0,0.2697,4654769.0,3195029.0,3025231.0,169798.0,81771.0,0.7541,1.0,1.06,0.91,1,29.0,0,0.9677,58.0,67.0,0.7247,0.6676,0.293,0.7073,0.0413,1,0.6853,0.718,0.9611,0.3476,0.5237,0.3193,29.0,0.5119,1,5185.0,0.3104,13,136.0,-0.1018,5.0,279.0,11,4.8,0.5505,0.7555,0.7923,0
Commerce,Micro,Goma,7.0,24,24499068.0,85,24019.0,0.7724,0.211,0.0166,0.3586,0.1026,22058808.0,2440260.0,0.0996,2894976.0,2111237.0,2025642.0,85595.0,183762.0,0.2179,0.55,1.02,1.52,2,24.0,2,0.8753,18.0,57.0,0.5094,0.8458,0.7105,0.7957,0.077,0,0.392,0.5213,0.858,0.487,0.4883,0.2688,12.0,0.2827,0,34.0,-0.4486,6,381.0,-0.1443,52.0,66.0,5,2.1,0.6254,0.4714,0.7043,0
Commerce,Micro,Goma,1.1,3,26750389.0,86,25921.0,0.9128,0.0765,0.0107,0.1608,0.4336,16040347.0,10710042.0,0.4004,2971692.0,2340382.0,2406724.0,-66342.0,166622.0,0.2005,2.1,1.38,2.17,0,16.0,4,0.8149,38.0,93.0,1.2132,0.4098,0.5044,0.8527,0.0642,1,0.402,0.8466,0.9111,0.4788,0.18,0.4507,3.0,0.8134,0,320.0,0.2735,8,516.0,0.103,22.0,855.0,7,3.2,0.8996,0.6078,0.5379,0
TIC,Micro,Goma,5.5,3,4358351.0,91,3991.0,0.8973,0.0509,0.0518,0.1896,0.3411,3041751.0,1316600.0,0.3021,141127.0,387040.0,294501.0,92539.0,84177.0,0.3758,0.74,2.14,2.02,0,20.0,5,0.7933,42.0,74.0,1.788,0.5167,0.3567,0.7638,0.0998,0,0.7364,0.253,0.8407,0.1687,0.3573,0.727,8.0,0.7168,0,60.0,-0.3116,6,187.0,0.0281,20.0,43.0,11,3.6,0.5941,0.7702,0.4502,1
Commerce,Micro,Matadi,5.2,5,7569032.0,71,8884.0,0.6803,0.2832,0.0365,0.4557,0.3036,6465831.0,1103201.0,0.1458,368310.0,517947.0,421155.0,96792.0,216568.0,0.2926,2.31,1.14,1.77,4,26.0,4,0.917,46.0,65.0,1.3376,0.4308,0.4471,0.6869,0.0455,0,0.4369,0.7385,0.8526,0.2959,0.0556,0.4347,44.0,0.7218,0,442.0,-0.2105,6,443.0,-0.2208,142.0,296.0,13,4.0,0.6365,0.7847,0.8086,0
Services,Petite,Bukavu,11.6,6,40307985.0,75,44787.0,0.8497,0.1158,0.0345,0.2634,0.3018,24411368.0,15896617.0,0.3944,1376158.0,3826779.0,3526625.0,300154.0,778216.0,0.2228,0.8,0.96,1.05,1,19.0,3,0.8076,60.0,77.0,1.1787,0.8267,0.5715,0.7572,0.0371,0,0.8219,0.8392,0.6848,0.5248,0.2438,0.4583,37.0,0.5619,0,750.0,0.7663,8,539.0,-0.0711,5.0,11.0,11,3.3,0.5664,0.7295,0.74,0
Services,Micro,Lubumbashi,8.9,23,80870318.0,88,76582.0,0.8175,0.1641,0.0185,0.3044,0.5058,49732068.0,31138250.0,0.385,10111457.0,7862641.0,5920638.0,1942003.0,84181.0,0.1303,1.29,3.17,1.57,1,9.0,6,0.7477,59.0,29.0,0.3038,0.6803,0.819,0.744,0.0184,0,0.5609,0.6733,0.4397,0.2423,0.6068,0.5136,29.0,0.5836,1,89.0,0.3026,7,187.0,0.0004,24.0,61.0,16,4.1,0.3131,0.3795,0.4786,0
Manufacture,Micro,Kisangani,13.9,9,1427569.0,78,1525.0,0.901,0.0903,0.0087,0.18,0.5529,986798.0,440771.0,0.3088,139031.0,108818.0,83265.0,25553.0,21362.0,0.1743,1.36,0.56,0.56,1,6.0,2,0.78,52.0,94.0,0.7794,0.5515,0.7977,0.4246,0.0264,0,0.3523,0.6125,0.7083,0.2971,0.2799,0.4613,15.0,0.5326,0,304.0,-0.0969,7,426.0,-0.14,27.0,10785.0,10,3.3,0.6485,0.7637,0.7932,0
Agriculture,Petite,Kinshasa,10.2,11,7411654.0,87,7099.0,0.5569,0.3788,0.0643,0.5422,0.4477,6623100.0,788554.0,0.1064,1078020.0,687574.0,596925.0,90649.0,223526.0,0.5605,1.15,3.99,1.01,4,31.0,5,0.6779,71.0,26.0,0.4,0.9154,0.3257,0.7772,0.0322,1,0.7696,0.5698,0.5491,0.3754,0.1055,0.2965,7.0,0.3502,1,659.0,0.3686,5,169.0,0.0254,8.0,413.0,9,4.2,0.7368,0.5441,0.3437,0
Commerce,Petite,Goma,10.2,9,15071931.0,96,13083.0,0.7081,0.2015,0.0903,0.4498,0.7733,9304201.0,5767730.0,0.3827,1708502.0,1247641.0,1150924.0,96717.0,92107.0,0.4089,0.39,2.28,1.36,2,13.0,3,0.6269,40.0,46.0,0.9663,0.7226,0.375,0.5372,0.1367,1,0.2755,0.4648,0.6084,0.2204,0.3684,0.7153,9.0,0.9661,0,9.0,0.5874,10,415.0,-0.1602,16.0,325.0,17,3.9,0.5885,0.1922,0.5478,0
Manufacture,Petite,Kolwezi,0.5,8,5100610.0,89,4776.0,0.911,0.0855,0.0034,0.1628,0.5918,4608815.0,491795.0,0.0964,430456.0,430345.0,410901.0,19444.0,159405.0,0.2932,0.46,1.64,0.93,2,7.0,4,0.901,28.0,58.0,1.8082,0.825,0.8422,0.6352,0.0314,0,0.6552,0.638,0.6886,0.0556,0.4548,0.3211,22.0,0.4122,1,484.0,0.0797,7,217.0,0.0228,11.0,797.0,11,3.0,0.6544,0.4146,0.5883,0
Construction,Micro,Bukavu,9.4,9,5460093.0,71,6409.0,0.8114,0.1875,0.0011,0.3065,0.8759,4360616.0,1099477.0,0.2014,771205.0,408199.0,336588.0,71611.0,118043.0,0.4008,1.57,0.63,1.75,2,8.0,4,0.6948,36.0,79.0,0.7543,0.7357,0.5995,0.8383,0.1221,0,0.5693,0.8109,0.6384,0.4314,0.437,0.21,4.0,0.731,0,45.0,-0.1963,5,1390.0,0.1861,14.0,66.0,8,3.1,0.454,0.7001,0.4344,0
TIC,Petite,Kisangani,4.7,1,25903894.0,72,29981.0,0.8427,0.1264,0.0309,0.2729,0.7233,18763718.0,7140176.0,0.2756,3770287.0,2499499.0,2339959.0,159540.0,552042.0,0.4215,1.21,4.51,1.92,3,8.0,5,0.7113,46.0,15.0,0.3626,0.8612,0.3245,0.887,0.0214,0,0.7383,0.8516,0.7868,0.4555,0.248,0.4627,21.0,0.554,0,14.0,0.3915,4,361.0,-0.002,21.0,41.0,13,4.9,0.8653,0.6175,0.5629,0
Commerce,Petite,Bukavu,2.4,6,97723358.0,73,111556.0,0.6926,0.1904,0.117,0.4704,0.4885,54386326.0,43337032.0,0.4435,9924453.0,9636674.0,8294779.0,1341895.0,1512511.0,0.1845,0.83,3.5,2.65,2,5.0,6,0.7701,47.0,79.0,0.9425,0.7886,0.8961,0.5247,0.0508,0,0.347,0.6424,0.6822,0.3608,0.7355,0.7023,3.0,0.3737,0,23.0,0.3709,14,484.0,0.0488,58.0,41.0,11,4.3,0.6498,0.6352,0.1261,0
Commerce,Micro,Kisangani,0.5,18,1279285.0,69,1545.0,0.7978,0.1837,0.0185,0.3294,0.465,951974.0,327311.0,0.2559,129705.0,113201.0,103784.0,9417.0,19958.0,0.3095,2.46,0.67,1.75,5,4.0,5,0.8372,60.0,60.0,0.7168,0.3524,0.3698,0.9872,0.0908,1,0.4742,0.8917,0.6823,0.8413,0.0556,0.5928,23.0,0.4319,0,26.0,0.3664,9,3283.0,0.11,57.0,988.0,4,5.0,0.9531,0.4022,0.8282,0
TIC,Micro,Matadi,5.7,173,11940286.0,67,14851.0,0.7793,0.1831,0.0376,0.3578,0.4377,8403551.0,3536735.0,0.2962,1139143.0,856394.0,814310.0,42084.0,143252.0,0.4935,1.81,2.29,1.94,4,12.0,2,0.8328,27.0,27.0,0.9212,0.5536,0.7192,0.8768,0.0209,0,0.5999,0.7585,0.9686,0.2964,0.4629,0.3029,2.0,0.6436,0,2428.0,-0.4448,6,436.0,-0.0443,19.0,637.0,11,3.0,0.8494,0.8167,0.7071,0
Services,Micro,Kinshasa,2.0,2,25544598.0,86,24753.0,0.7625,0.1986,0.0389,0.3776,0.2907,21523909.0,4020689.0,0.1574,792108.0,2158095.0,1781106.0,376989.0,383671.0,0.1288,0.94,0.98,1.32,1,0.0,3,0.332,80.0,69.0,1.5381,0.6925,0.6277,0.8918,0.0068,0,0.5823,0.689,0.5402,0.572,0.3043,0.6616,3.0,0.9039,1,87.0,0.2702,11,461.0,-0.0017,47.0,700.0,8,4.3,0.4519,0.65,0.9305,0
